"Data Source","World Development Indicators",

"Last Updated Date","2022-04-27",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021",
"Romania","ROU","Total greenhouse gas emissions (kt of CO2 equivalent)","EN.ATM.GHGT.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","245210","202750","181310","169850","166400","171950","175210","162580","145070","129460","134090","140760","137660","143500","140590","138990","140420","136640","134600","117960","114860","119570","116870","107300","106410","108090","105850","108560","109010","","","",
"Russian Federation","RUS","Total greenhouse gas emissions (kt of CO2 equivalent)","EN.ATM.GHGT.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3251770","3155350","2919150","2661840","2378690","2298150","2243300","2122510","2100210","2137210","2194340","2220860","2241450","2317610","2362470","2373120","2445030","2456090","2484910","2339900","2454000","2546200","2566170","2529020","2521740","2475690","2470100","2494150","2543400","","","",
"Rwanda","RWA","Total greenhouse gas emissions (kt of CO2 equivalent)","EN.ATM.GHGT.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3770","3750","3680","3590","3470","3230","3370","3490","3630","3850","3890","4050","4160","4190","4140","4070","4340","4550","4740","4860","5110","5040","5200","5360","5400","6070","6030","6090","6170","","","",
"South Asia","SAS","Total greenhouse gas emissions (kt of CO2 equivalent)","EN.ATM.GHGT.KT.CE","","","","","","","","","","","997942.6068936","1001722.7983924","1016822.6875269","1028997.7411218","1057788.0885613","1095576.622564","1121432.5082829","1149113.9830474","1162553.4056524","1199829.8933097","1221847.08768","1278828.60669","1317620.29117","1364060.89736","1432601.054254","1459375.180857","1524697.558255","1527153.41761","1648643.114767","1715009.02168","1540030","1596520","1640140","1684080","1741180","1824060","1884940","1952800","1989770","2084540","2126400","2156730","2192690","2249550","2354550","2446200","2568980","2737630","2857140","3020980","3145000","3285230","3447020","3529770","3736100","3787030","3858170","4024390","4195430","","","",
"Saudi Arabia","SAU","Total greenhouse gas emissions (kt of CO2 equivalent)","EN.ATM.GHGT.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","190640","212830","227520","235980","250090","255070","269710","253570","271900","278670","291540","297910","318250","331540","349930","366490","389510","412590","450110","470780","514560","534210","568100","585810","629390","660370","664170","656080","638120","","","",
"Sudan","SDN","Total greenhouse gas emissions (kt of CO2 equivalent)","EN.ATM.GHGT.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","51990","52880","56520","58450","62930","63930","65920","68750","71490","73600","77600","73560","78860","81290","83720","88340","88220","93130","94260","96450","94810","94530","99320","99640","100830","104470","109010","108910","109630","","","",
"Senegal","SEN","Total greenhouse gas emissions (kt of CO2 equivalent)","EN.ATM.GHGT.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13770","14160","14700","15050","15470","15840","16660","16930","17250","18530","19670","19510","19030","18410","20570","21340","21740","21910","22850","23270","24410","25490","25120","26500","27140","28070","29770","29750","29990","","","",
"Singapore","SGP","Total greenhouse gas emissions (kt of CO2 equivalent)","EN.ATM.GHGT.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","31610","34790","37390","44280","47850","49200","50640","50740","49710","50660","55300","55000","54120","51020","52450","49740","50190","51450","51750","52300","56040","59100","58710","59620","60830","62560","63960","65970","66640","","","",
"Solomon Islands","SLB","Total greenhouse gas emissions (kt of CO2 equivalent)","EN.ATM.GHGT.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","400","410","430","440","460","470","490","500","520","540","550","570","590","610","660","690","700","710","710","730","750","780","800","850","820","800","880","900","940","","","",
"Sierra Leone","SLE","Total greenhouse gas emissions (kt of CO2 equivalent)","EN.ATM.GHGT.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4030","4020","4130","4220","4210","3870","3130","3080","3060","2810","3010","3600","4030","4880","5280","5290","6690","6010","5280","5610","5360","6000","7110","7070","7530","7460","7640","7470","7190","","","",
"El Salvador","SLV","Total greenhouse gas emissions (kt of CO2 equivalent)","EN.ATM.GHGT.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7170","8010","8420","8960","9640","9890","9810","10640","10720","10890","10760","11360","11560","12090","12390","12740","13210","13820","13260","12870","12620","12550","12700","11940","12260","12700","12720","11940","12350","","","",
"San Marino","SMR","Total greenhouse gas emissions (kt of CO2 equivalent)","EN.ATM.GHGT.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Somalia","SOM","Total greenhouse gas emissions (kt of CO2 equivalent)","EN.ATM.GHGT.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","25140","22270","20350","22350","24320","25000","25470","25890","25770","25860","26060","26650","27080","27340","27680","28160","26940","25880","25950","26020","26260","26440","26750","26900","27050","27110","27070","26920","26970","","","",
"Serbia","SRB","Total greenhouse gas emissions (kt of CO2 equivalent)","EN.ATM.GHGT.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","82030","71720","66450","60690","57010","63580","71060","75900","75600","58280","60230","62560","65840","68840","74260","67420","69720","69410","68090","64750","64130","68460","63720","64510","56600","62910","64180","64500","62600","","","",
"Sub-Saharan Africa (excluding high income)","SSA","Total greenhouse gas emissions (kt of CO2 equivalent)","EN.ATM.GHGT.KT.CE","","","","","","","","","","","3145046.04899967","2263909.91587267","2359062.69224567","2529064.73379467","2264166.72993333","2509525.289861","2394480.81772167","2666121.76703633","2648633.59255333","3230291.21628","3026286.468893","2696213.95168","2969470.584752","2929944.566179","2265842.19189","2241164.74747933","2166029.30878233","2645824.27514333","2140543.204741","2354906.99272467","1236000","1267760","1295510","1317000","1399410","1421970","1443200","1464290","1502600","1486810","1501430","1551710","1615710","1684980","1738650","1804690","1810260","1882390","1953280","1928030","2025370","2066010","2122010","2177460","2226630","2241490","2292070","2319530","2359700","","","",
"South Sudan","SSD","Total greenhouse gas emissions (kt of CO2 equivalent)","EN.ATM.GHGT.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","28600","29500","31970","34000","35900","36610","39840","42820","46690","49460","53610","51640","55390","58000","60260","63490","62710","66310","67260","69380","68610","65180","66940","62550","59950","57410","58440","56020","58660","","","",
"Sub-Saharan Africa","SSF","Total greenhouse gas emissions (kt of CO2 equivalent)","EN.ATM.GHGT.KT.CE","","","","","","","","","","","3145184.86117467","2264050.09442867","2359208.44157367","2529215.81994167","2264326.43427233","2509688.292449","2394647.95228267","2666298.56865933","2648809.62819933","3230505.837652","3026521.114579","2696401.098013","2969640.519741","2930214.636897","2266117.483632","2241454.45352233","2166331.67328233","2646127.17924933","2141000.114427","2355342.73398167","1236220","1268000","1295750","1317260","1399690","1422250","1443520","1464720","1503120","1487420","1502100","1552440","1616340","1685630","1739500","1805480","1811100","1883140","1954090","1928650","2025930","2066530","2122580","2178000","2227230","2242140","2292760","2320270","2360480","","","",
"Small states","SST","Total greenhouse gas emissions (kt of CO2 equivalent)","EN.ATM.GHGT.KT.CE","","","","","","","","","","","174690.94827142","167201.65447522","183692.8895784","191250.34540774","186074.60769203","194025.797695","195540.70434133","201975.53857801","202616.59708608","217647.19845399","211125.98413","221315.45853266","224622.84141827","231024.28858566","221951.19893295","222362.39555011","227298.01627724","239218.10993291","235000.01332007","238116.55072017","182660","190210","187830","186270","188820","190060","196570","201120","206180","210710","211510","222260","230980","235790","246610","271190","288240","296690","309270","311440","325390","341620","343020","340800","344030","342860","342780","350420","354620","","","",
"Sao Tome and Principe","STP","Total greenhouse gas emissions (kt of CO2 equivalent)","EN.ATM.GHGT.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","90","90","90","90","100","100","100","100","110","100","100","100","110","110","120","120","120","120","130","140","150","150","170","170","170","170","180","190","190","","","",
"Suriname","SUR","Total greenhouse gas emissions (kt of CO2 equivalent)","EN.ATM.GHGT.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2860","3220","3330","3270","3300","3360","3390","3370","3370","3410","2710","2800","2260","2460","2660","2860","2810","2700","2890","3030","3360","3620","4090","3940","4380","4480","4060","3900","3780","","","",
"Slovak Republic","SVK","Total greenhouse gas emissions (kt of CO2 equivalent)","EN.ATM.GHGT.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","66990","58950","56400","53710","51000","51580","51630","51430","50250","48790","46200","46830","46270","46560","45910","46790","46320","45340","45220","41570","43160","41670","39350","40000","37340","37770","38580","40480","39930","","","",
"Slovenia","SVN","Total greenhouse gas emissions (kt of CO2 equivalent)","EN.ATM.GHGT.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17760","16720","16460","17170","17250","18120","18940","19420","19150","18420","18120","19020","19090","19060","19290","19490","19850","19790","20780","18790","19080","19020","18420","17780","16230","16310","17130","17310","17170","","","",
"Sweden","SWE","Total greenhouse gas emissions (kt of CO2 equivalent)","EN.ATM.GHGT.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","68390","69040","71590","71550","73370","72910","78460","72200","72970","71650","67380","66330","67660","68610","67120","63460","61900","59780","58580","54620","60070","56110","53230","51530","50120","50050","49520","49070","46350","","","",
"Eswatini","SWZ","Total greenhouse gas emissions (kt of CO2 equivalent)","EN.ATM.GHGT.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2700","2740","2690","2420","2770","2770","2590","2950","3000","3070","3010","2860","2910","2920","2930","2990","2890","2980","2920","2920","2920","2940","3010","3520","2950","3000","3200","3050","3120","","","",
"Sint Maarten (Dutch part)","SXM","Total greenhouse gas emissions (kt of CO2 equivalent)","EN.ATM.GHGT.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Seychelles","SYC","Total greenhouse gas emissions (kt of CO2 equivalent)","EN.ATM.GHGT.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","220","240","240","260","280","280","320","430","520","610","670","730","630","650","850","790","840","750","810","620","560","520","570","540","600","650","690","740","780","","","",
"Syrian Arab Republic","SYR","Total greenhouse gas emissions (kt of CO2 equivalent)","EN.ATM.GHGT.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","58520","62880","64040","64520","67930","72090","75310","75760","79020","78010","78010","78530","79140","79490","81810","92940","96910","100590","101700","96470","95980","89570","75930","56280","49100","44380","44930","47540","46320","","","",
"Turks and Caicos Islands","TCA","Total greenhouse gas emissions (kt of CO2 equivalent)","EN.ATM.GHGT.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Chad","TCD","Total greenhouse gas emissions (kt of CO2 equivalent)","EN.ATM.GHGT.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15440","21870","22740","23710","24700","25730","28720","29360","30200","32220","35050","33350","37380","41250","44460","48340","49090","50990","52080","52730","55150","57650","60510","62820","65410","70560","75220","77690","80680","","","",
"East Asia & Pacific (IDA & IBRD countries)","TEA","Total greenhouse gas emissions (kt of CO2 equivalent)","EN.ATM.GHGT.KT.CE","","","","","","","","","","","3321682.28621882","3037032.45712582","3705557.0287115","3737381.97481094","3254426.79583973","3450181.389245","3658825.54178743","4493704.05874661","4534807.81120068","4662798.56561529","4838462.470388","4602814.76009466","6600051.06365627","6060916.74220766","5178142.86322095","5093316.53763611","5757939.76109924","6789108.18546591","5930370.19509907","5857758.18707217","4270180","4462280","4640070","4914890","5118720","5592000","5693310","5753130","5884870","5888490","6114620","6343290","6692210","7371340","8186430","8946270","9666270","10352800","10670870","11287570","12196990","13139830","13508020","13991740","14091980","14163800","14219440","14513030","14932190","","","",
"Europe & Central Asia (IDA & IBRD countries)","TEC","Total greenhouse gas emissions (kt of CO2 equivalent)","EN.ATM.GHGT.KT.CE","","","","","","","","","","","4262185.8203","4280970.89972","4558001.8085","4690334.5433","4847720.25535","5057852.70075","5271371.0477","5374082.39732","5505671.63555","5575194.21395","5637141.74245","5610598.81642","5659281.10302","5705997.14725","5763488.49912","5827379.5103","5972767.29502","6051673.81862","6180289.10392","6167161.09752","6301400","6064290","5595330","5192720","4700530","4560680","4453330","4267300","4180580","4154930","4233970","4254060","4303720","4465340","4517990","4534140","4712920","4776840","4848160","4530380","4734760","4920270","4920260","4863190","4774060","4697360","4762660","4835630","4885130","","","",
"Togo","TGO","Total greenhouse gas emissions (kt of CO2 equivalent)","EN.ATM.GHGT.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4170","4000","3690","3580","3880","3910","4370","4130","5000","5360","5220","4990","5470","6130","5900","6810","6250","5940","6270","7710","7540","8000","7480","7320","7050","7790","8240","8010","8420","","","",
"Thailand","THA","Total greenhouse gas emissions (kt of CO2 equivalent)","EN.ATM.GHGT.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","159660","171670","183570","199670","214480","233650","255050","262300","241560","253220","255430","266640","278010","291220","309760","319060","323430","336130","341850","340520","360560","362400","383440","395710","390010","392810","395180","413200","416950","","","",
"Tajikistan","TJK","Total greenhouse gas emissions (kt of CO2 equivalent)","EN.ATM.GHGT.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17790","16920","13900","11070","8600","8010","7370","7620","7550","7080","6720","6760","6810","6970","7530","7610","8060","8730","9080","8740","8780","9060","9840","10260","11700","12280","13650","14200","15210","","","",
"Turkmenistan","TKM","Total greenhouse gas emissions (kt of CO2 equivalent)","EN.ATM.GHGT.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","79180","69950","56190","53180","57440","59380","56920","57690","59910","66860","69800","73010","77390","84550","89020","89500","89920","94440","94570","86290","92070","101660","108940","114270","119770","126150","125940","125620","125080","","","",
"Latin America & the Caribbean (IDA & IBRD countries)","TLA","Total greenhouse gas emissions (kt of CO2 equivalent)","EN.ATM.GHGT.KT.CE","","","","","","","","","","","2405377.825275","2014652.586866","2273889.677354","2135746.987407","2265162.879501","2439007.373638","2694754.19541","2426482.354098","2688472.798887","2846955.872697","2980556.602573","2861112.851425","2980483.392281","2966089.978141","2707897.342786","2789681.367518","2914120.532054","3219128.465011","3035309.725747","3084532.234483","1862760","1916850","1957040","2007730","2074530","2103380","2177590","2262390","2324750","2321940","2371450","2406500","2451340","2510970","2600920","2667180","2711870","2802150","2872380","2835830","2952290","3017670","3082130","3137460","3172570","3181190","3168130","3157240","3130560","","","",
"Timor-Leste","TLS","Total greenhouse gas emissions (kt of CO2 equivalent)","EN.ATM.GHGT.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","450","520","530","560","640","670","690","690","720","600","670","1730","2780","3640","4420","5410","5760","6060","6420","6740","7050","6940","6920","6900","6860","6890","6770","6390","6190","","","",
"Middle East & North Africa (IDA & IBRD countries)","TMN","Total greenhouse gas emissions (kt of CO2 equivalent)","EN.ATM.GHGT.KT.CE","","","","","","","","","","","408996.90515","412520.9317","437806.1981","482741.51961","486325.38316","495625.67765","560902.54552","575272.77009","587830.55524","598482.83779","571372.06238","517598.49239","601864.27008","640465.76216","653423.40059","688764.78715","704396.44873","710207.85309","736639.51707","773672.30135","827190","859520","910600","947420","998560","1035720","1069030","1124550","1119230","1158240","1200530","1251800","1292590","1329410","1402640","1501950","1571310","1631650","1681910","1752500","1781760","1778740","1829400","1842530","1872290","1845120","1871850","1921440","1970250","","","",
"Tonga","TON","Total greenhouse gas emissions (kt of CO2 equivalent)","EN.ATM.GHGT.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","250","270","250","260","270","260","240","250","240","260","240","230","240","260","270","280","290","270","270","280","260","250","260","260","270","270","310","340","350","","","",
"South Asia (IDA & IBRD)","TSA","Total greenhouse gas emissions (kt of CO2 equivalent)","EN.ATM.GHGT.KT.CE","","","","","","","","","","","997942.6068936","1001722.7983924","1016822.6875269","1028997.7411218","1057788.0885613","1095576.622564","1121432.5082829","1149113.9830474","1162553.4056524","1199829.8933097","1221847.08768","1278828.60669","1317620.29117","1364060.89736","1432601.054254","1459375.180857","1524697.558255","1527153.41761","1648643.114767","1715009.02168","1540030","1596520","1640140","1684080","1741180","1824060","1884940","1952800","1989770","2084540","2126400","2156730","2192690","2249550","2354550","2446200","2568980","2737630","2857140","3020980","3145000","3285230","3447020","3529770","3736100","3787030","3858170","4024390","4195430","","","",
"Sub-Saharan Africa (IDA & IBRD countries)","TSS","Total greenhouse gas emissions (kt of CO2 equivalent)","EN.ATM.GHGT.KT.CE","","","","","","","","","","","3145184.86117467","2264050.09442867","2359208.44157367","2529215.81994167","2264326.43427233","2509688.292449","2394647.95228267","2666298.56865933","2648809.62819933","3230505.837652","3026521.114579","2696401.098013","2969640.519741","2930214.636897","2266117.483632","2241454.45352233","2166331.67328233","2646127.17924933","2141000.114427","2355342.73398167","1236220","1268000","1295750","1317260","1399690","1422250","1443520","1464720","1503120","1487420","1502100","1552440","1616340","1685630","1739500","1805480","1811100","1883140","1954090","1928650","2025930","2066530","2122580","2178000","2227230","2242140","2292760","2320270","2360480","","","",
"Trinidad and Tobago","TTO","Total greenhouse gas emissions (kt of CO2 equivalent)","EN.ATM.GHGT.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15150","14060","13010","13560","14120","14290","14550","15100","15510","15710","15970","17110","17810","17160","17910","21690","24420","24460","23710","22950","25560","26410","25620","26520","25990","25600","22840","23070","22900","","","",
"Tunisia","TUN","Total greenhouse gas emissions (kt of CO2 equivalent)","EN.ATM.GHGT.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19850","20890","21640","23210","23200","23870","25370","26070","27450","28890","30470","31230","31310","31520","32670","33180","34230","34920","35050","35630","37960","36290","37240","37120","39360","40170","39730","40720","41100","","","",
"Turkey","TUR","Total greenhouse gas emissions (kt of CO2 equivalent)","EN.ATM.GHGT.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","206210","208670","216160","222670","217860","232440","250190","259320","260520","260420","284420","262240","272520","284410","290690","303230","332610","362550","361140","364560","374330","396910","411020","402240","427120","433850","460820","502670","502520","","","",
"Tuvalu","TUV","Total greenhouse gas emissions (kt of CO2 equivalent)","EN.ATM.GHGT.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","30","30","30","","","",
"Tanzania","TZA","Total greenhouse gas emissions (kt of CO2 equivalent)","EN.ATM.GHGT.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","44380","44600","44600","45000","45100","49200","47400","47000","50500","51400","49270","51370","56550","61730","62620","66440","64640","67750","70490","71630","75950","81790","87950","93940","97650","103820","104660","103330","105380","","","",
"Uganda","UGA","Total greenhouse gas emissions (kt of CO2 equivalent)","EN.ATM.GHGT.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17970","18510","18840","19280","19030","19810","20530","21570","22970","22620","23060","23560","24500","26400","26640","28870","28370","31860","39060","40130","42960","43710","45660","46670","48380","50190","52850","53950","54870","","","",
"Ukraine","UKR","Total greenhouse gas emissions (kt of CO2 equivalent)","EN.ATM.GHGT.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","922420","876810","784360","695290","600000","569420","507740","483340","455470","451860","433670","432520","435210","465770","430870","412020","417430","425720","411730","351800","369850","391160","379030","368050","332020","279070","290100","264100","274510","","","",
"Upper middle income","UMC","Total greenhouse gas emissions (kt of CO2 equivalent)","EN.ATM.GHGT.KT.CE","","","","","","","","","","","7656765.99996662","7316145.28574392","7860189.9170194","7960870.33017914","8155267.15169573","8730262.000639","9220702.02689763","9300399.10228611","9848882.11526348","10119793.9371035","10321369.9530489","10147660.2780818","10401445.8076676","10640938.7590903","10291810.8384961","10418061.5232788","10818371.0741607","11252103.8649741","11548195.6935825","11717396.4181111","10261150","10276930","10123370","10100760","9993990","10342110","10423550","10406910","10524140","10440440","10806520","11121000","11551490","12386260","13368530","14222980","15103480","15890700","16390910","16717080","17906320","18978020","19438090","19929050","19964160","19902580","19945090","20273020","20624200","","","",
"Uruguay","URY","Total greenhouse gas emissions (kt of CO2 equivalent)","EN.ATM.GHGT.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","28780","30390","32000","32540","32430","32630","33920","33600","33160","34180","32280","31920","32250","33150","35060","35240","37360","36320","38860","38420","36010","37550","38420","37420","36900","36660","37050","36110","36160","","","",
"United States","USA","Total greenhouse gas emissions (kt of CO2 equivalent)","EN.ATM.GHGT.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5960280","5918730","6000620","6108080","6199140","6260710","6426070","6675670","6709430","6706400","6861150","6806970","6646960","6706390","6787570","6801820","6707430","6797860","6619980","6194450","6442580","6214430","5968740","6108670","6129040","6003650","5907270","5842800","6023620","","","",
"Uzbekistan","UZB","Total greenhouse gas emissions (kt of CO2 equivalent)","EN.ATM.GHGT.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","198680","201410","191090","222990","200440","191690","194110","188590","199570","206420","226170","230530","234340","229330","231810","228860","251720","249700","259180","232960","238390","242350","230380","232950","226090","222860","230900","234920","235510","","","",
"St. Vincent and the Grenadines","VCT","Total greenhouse gas emissions (kt of CO2 equivalent)","EN.ATM.GHGT.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","160","160","190","200","210","230","230","240","270","270","240","290","310","310","330","330","330","380","300","1070","330","310","480","300","370","300","350","350","370","","","",
"Venezuela, RB","VEN","Total greenhouse gas emissions (kt of CO2 equivalent)","EN.ATM.GHGT.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","179990","181780","185780","192120","194870","203390","217570","224300","222560","218780","228000","230800","237760","230160","233760","248500","241000","245280","257390","258180","260460","259660","279300","284140","285460","270980","257600","243570","233920","","","",
"British Virgin Islands","VGB","Total greenhouse gas emissions (kt of CO2 equivalent)","EN.ATM.GHGT.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Virgin Islands (U.S.)","VIR","Total greenhouse gas emissions (kt of CO2 equivalent)","EN.ATM.GHGT.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Vietnam","VNM","Total greenhouse gas emissions (kt of CO2 equivalent)","EN.ATM.GHGT.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","72550","75420","77930","84610","90240","96390","104680","112700","122400","126530","134560","139580","153230","161110","178680","187960","194560","207660","219510","240940","258430","257880","258290","268770","283000","327320","341580","340420","376530","","","",
"Vanuatu","VUT","Total greenhouse gas emissions (kt of CO2 equivalent)","EN.ATM.GHGT.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","490","510","530","560","560","570","590","600","600","610","590","570","570","590","580","600","600","730","730","720","740","760","760","760","820","810","860","850","870","","","",
"World","WLD","Total greenhouse gas emissions (kt of CO2 equivalent)","EN.ATM.GHGT.KT.CE","","","","","","","","","","","27057171.7995393","25652776.2792788","27508882.4620559","28423385.4850892","27783247.4449263","28245747.2515839","29669095.513181","30900189.2373864","31442011.2793285","32923407.1457213","32794095.6937495","31746296.0400461","33745859.0740204","33241117.3684698","31878367.2356042","31931144.3372082","32849036.7814554","34762053.6776419","34184147.3464339","34792835.4039915","29848570","30009210","29879100","29970470","30152090","30839910","31379670","31691800","31860170","32018180","32781530","33235280","33702380","34882860","36252860","37346260","38444310","39738280","40139260","39846770","41817500","43022060","43582450","44233530","44438190","44423270","44550150","45117640","45873850","","","",
"Samoa","WSM","Total greenhouse gas emissions (kt of CO2 equivalent)","EN.ATM.GHGT.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","360","360","360","370","410","410","420","420","420","430","440","460","470","470","490","500","510","500","490","510","520","530","540","550","570","620","660","670","690","","","",
"Kosovo","XKX","Total greenhouse gas emissions (kt of CO2 equivalent)","EN.ATM.GHGT.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Yemen, Rep.","YEM","Total greenhouse gas emissions (kt of CO2 equivalent)","EN.ATM.GHGT.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12370","14020","14800","13920","14300","15820","16480","17820","19240","21070","22250","23840","24030","26980","28240","29330","29680","31410","33060","36970","35610","32390","31470","38350","38810","26050","22740","21970","21760","","","",
"South Africa","ZAF","Total greenhouse gas emissions (kt of CO2 equivalent)","EN.ATM.GHGT.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","312740","308690","305650","314090","320040","330560","340020","353520","359930","339740","344130","378210","393810","415180","442840","442920","445530","465580","497470","476950","499720","484250","503110","513020","525050","501090","501550","514600","513440","","","",
"Zambia","ZMB","Total greenhouse gas emissions (kt of CO2 equivalent)","EN.ATM.GHGT.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","45340","44860","44180","42910","41340","38850","34720","33240","32690","28680","25680","26260","28610","31020","31150","32450","30000","30500","30890","29800","32210","32210","36130","37220","37680","38840","39100","39670","40670","","","",
"Zimbabwe","ZWE","Total greenhouse gas emissions (kt of CO2 equivalent)","EN.ATM.GHGT.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","32580","32880","33690","30150","29890","29750","31660","30650","31910","34370","31810","32170","29180","26480","26360","26760","25680","26090","24150","25170","28080","30550","30780","30860","29350","31280","29120","28800","31380","","","",
